,iShares S&P 500 Inf Tech Sector UCITS ETF USD AccI,Invesco STOXX Europe 600 UCITS ETF AccH,iShares Core S&P 500 UCITS ETF USD (Acc)H,Vanguard FTSE All-World UCITS ETF USD AccI,iShares MSCI Poland UCITS ETF USD (Acc),Xtrackers Spain UCITS ETF 1C,iShares MSCI India UCITS ETF USD Acc (EUR),iShares Core MSCI Japan IMI UCITS ETF USD Acc,iShares Healthcare Innovation UCITS ETF USD A,iShares FTSE MIB UCITS ETF EUR (Acc),iShares Core MSCI Europe UCITS ETF EUR (Acc),Amundi Euro Stoxx Banks UCITS ETF Acc,HSBC MSCI CHINA,ISHARES EMIM,SPDR Russell 2000 US Small Cap UCITS ETF,Invesco Physical Gold ETC,Xtrackers S&P 500 Equal Weight UCITS ETF,Vanguard Global Aggregate Bond ETF EUR Hgd Acc,iShares Bitcoin ETP,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),HSBC Hang Seng Tech UCITS ETF HKD,iMGP DBi Managed Futures R EUR ETF
Date,QDVEDE,SC0CDE,SXR8DE,VWCEDE,IBCJDE,XESPDE,QDV5DE,EUNNDE,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,ZPRRDE,SGLDMI,XDEWDE,VAGFDE,IB1TDE,SXRTDE,H4ZXDE,DBMFEPA
8/9/2021,16.53,105.2,383.34,97.12,16.35,24.54,6.18,43.86,,104.02,72.02,93.55,7.51,31.37,53.1,142.42,68.01,26.14,,140.68,7.91,
8/10/2021,16.43,105.56,384.72,97.43,16.29,24.65,6.16,43.93,,104.2,72.02,93.72,7.58,31.4,53.33,142.63,68.6,26.11,,141.04,7.98,
8/11/2021,16.37,106.02,384.52,97.47,16.35,24.83,6.2,44.42,,105.2,72.02,95,7.57,31.33,52.8,144.25,68.54,26.08,,141.46,8,
8/12/2021,16.49,106.24,385.37,97.56,16.46,24.83,6.21,44.35,,105.66,72.02,94.35,7.49,31.17,53.07,144.36,68.59,26.12,,142.12,7.84,
8/13/2021,16.47,106.44,384.8,97.38,16.46,24.9,6.24,44.27,,106.1,72.02,94.41,7.4,30.9,52.73,145.63,68.49,26.12,,142.34,7.74,
8/16/2021,16.44,105.96,384.13,97,16.39,24.66,6.26,43.96,,105.16,72.02,93.48,7.26,30.67,52.34,146.76,68.46,26.21,,141.42,7.43,
8/17/2021,16.57,106,386.18,97.17,16.51,24.47,6.32,43.87,,104.34,72.02,91.79,7.15,30.41,51.63,147.26,68.4,26.16,,141.08,7.37,
8/18/2021,16.51,106.14,385.92,97.2,16.42,24.73,6.31,43.93,,104.88,72.02,92.86,7.2,30.56,52.02,147.26,68.42,26.16,,141,7.35,
8/19/2021,16.47,104.5,382.6,96.02,16.16,24.54,6.25,43.33,,103.14,72.02,90.34,7,29.91,50.66,147.54,67.51,26.18,,138.54,7.12,
8/20/2021,16.72,104.94,386.09,96.58,16.12,24.57,6.3,43.26,,103.06,72.02,90.48,6.96,29.89,51.41,147.81,68.14,26.19,,139.7,7.12,
8/23/2021,16.85,105.62,388.58,97.28,16.36,24.7,6.3,43.78,,103.64,72.02,91.39,6.97,30.1,52.17,148.88,68.47,26.2,,140.24,7.14,
8/24/2021,16.85,105.56,388.48,97.67,16.42,24.68,6.32,44.08,,103.58,72.02,91.48,7.33,30.82,52.6,148.85,68.62,26.17,,140.66,7.69,
8/25/2021,16.84,105.56,388.97,97.74,16.61,24.78,6.3,43.95,,103.54,72.02,93.57,7.29,30.88,53.17,147.13,68.91,26.12,,140.9,7.57,
8/26/2021,16.76,105.28,387.28,97.3,16.54,24.55,6.31,43.87,,103,72.02,92.51,7.22,30.64,52.69,147.69,68.57,26.08,,140.2,7.48,
8/27/2021,16.8,105.84,388.54,97.71,16.61,24.63,6.43,43.96,,103.38,72.02,92.63,7.16,30.84,53.6,148.41,69,26.11,,141.14,7.42,
8/30/2021,16.97,105.84,391.14,98.1,16.86,24.5,6.51,44.03,,103.54,72.02,91.81,7.17,30.95,53.6,148.59,69.08,26.19,,141.3,7.44,
8/31/2021,16.95,105.44,390.51,98.15,17.12,24.39,6.6,44.29,,103.42,72.02,92.49,7.32,31.38,53.58,148.11,68.93,26.11,,141.58,7.7,
9/1/2021,16.95,105.94,388.95,98.19,17.28,24.76,6.61,44.63,,104.1,72.02,93.83,7.51,31.66,53.56,148.1,68.5,26.12,,142.22,7.94,
9/2/2021,16.85,106.3,389.66,98.35,17.33,24.74,6.65,44.95,,104.38,72.02,93.52,7.49,31.6,54.16,147.87,68.93,26.16,,142.26,7.98,
9/3/2021,16.89,105.66,388.46,98.21,17.26,24.41,6.7,45.77,,103.78,72.02,92.59,7.41,31.55,53.59,149.22,68.62,26.11,,141.48,7.86,
9/6/2021,16.97,106.42,390,98.87,17.48,24.43,6.72,46.88,,104.48,72.02,93.16,7.56,31.85,53.85,148.69,68.88,26.06,,142.86,7.97,
9/7/2021,16.9,105.86,388.17,98.42,17.36,24.45,6.7,46.34,,103.74,72.02,93.49,7.65,31.85,53.77,146.73,68.32,26.06,,142.2,8.09,
9/8/2021,16.83,104.74,387.83,98.01,17.18,24.34,6.66,46.53,,103,72.02,92.16,7.53,31.43,52.99,146.72,68.27,26.06,,140.82,7.91,
9/9/2021,16.88,104.68,388.59,98.12,16.92,24.23,6.7,46.86,,102.94,72.02,92.43,7.47,31.37,53.37,146.7,68.49,26.1,,139.46,7.8,
9/10/2021,16.75,104.4,385.68,97.72,17.05,23.92,6.7,47.12,8.92,102.16,72.02,91.63,7.48,31.43,52.86,146.95,67.96,26.1,,140.68,7.83,
9/13/2021,16.61,104.7,384.35,97.61,17.16,24.26,6.7,47.43,8.82,103.06,72.02,93.21,7.42,31.46,52.76,147,67.93,26.08,,140.88,7.76,
9/14/2021,16.7,104.7,383.83,97.44,17.31,24.12,6.71,47.41,8.91,103.46,72.02,92.4,7.27,31.27,52.49,147.85,67.61,26.11,,141.46,7.54,
9/15/2021,16.65,103.84,383.7,97.13,17.05,23.76,6.75,47.42,8.86,102.52,72.02,92.38,7.12,31.02,52.44,146.78,67.74,26.14,,140.06,7.32,
9/16/2021,16.72,104.26,385.2,97.48,17.01,24,6.81,47.65,8.82,103.28,72.02,93.25,7.09,31.04,52.7,144.46,68.05,26.11,,140.76,7.35,
9/17/2021,16.65,103.46,384.92,97.17,16.78,24.02,6.74,47.54,8.92,102.32,72.02,93.19,7.17,31.01,52.84,144.54,67.85,26.05,,139.02,7.51,
9/20/2021,16.33,101.6,377.94,95.41,16.3,23.65,6.7,46.85,8.87,99.9,72.02,88.21,6.94,30.29,51.65,145.44,66.68,26.07,,135.96,7.3,
9/21/2021,16.46,102.82,380.11,96.17,16.29,23.89,6.74,47.46,8.9,100.9,72.02,88.47,6.97,30.45,52.07,147.05,66.89,26.1,,138.38,7.34,
9/22/2021,16.55,103.64,381.86,96.76,16.71,24.07,6.78,47.08,8.9,102.4,72.02,91.09,7.13,30.92,52.86,146.55,67.46,26.08,,140.14,7.52,
9/23/2021,16.76,104.7,386.02,97.54,16.63,24.28,6.85,47.18,8.9,104,72.02,93.25,7.06,31.01,53.48,144.16,68.39,26.02,,140.78,7.35,
9/24/2021,16.75,103.68,385.94,97.24,16.5,24.25,6.86,47.1,8.92,103.62,72.02,93.48,6.98,30.84,53.62,144.79,68.46,25.93,,140.5,7.18,
9/27/2021,16.68,103.54,386.96,97.48,16.45,24.6,6.86,47.07,8.81,104.3,72.02,96.47,7.05,31.01,54.52,144.99,68.99,25.88,,141.3,7.22,
9/28/2021,16.31,101.3,380.28,95.73,16.18,24,6.74,46.17,8.77,102.16,72.02,94.67,7.03,30.64,53.51,144.06,68.08,25.89,,137,7.22,
9/29/2021,16.34,101.92,383.14,96.37,16.29,24.26,6.77,46.54,8.77,102.58,72.02,96.3,7.05,30.69,53.52,144.25,68.61,25.85,,137.6,7.23,
9/30/2021,16.38,101.88,382.94,96.39,16.58,24.06,6.78,46.19,8.69,102.7,72.02,96.28,7.17,31.04,53.55,147.04,68.17,25.82,,136.32,7.31,
10/1/2021,16.27,101.52,379.93,95.75,16.84,24.01,6.78,45.58,8.69,101.94,72.02,95.42,7.05,30.76,53.52,146.81,67.79,25.87,,136.38,7.2,
10/4/2021,15.97,100.96,375.38,94.55,16.74,24.01,6.75,44.31,8.69,101.6,72.02,94.8,6.86,30.22,53.01,146.97,67.52,25.86,,135.18,7.01,
10/5/2021,16.32,102.26,382.74,96.21,16.97,24.42,6.86,44.96,8.69,103.44,72.02,98.83,7,30.67,53.76,146.47,68.6,25.83,,137.1,7.18,
10/6/2021,16.27,101.1,380.24,95.45,17.07,24.02,6.79,44.36,8.69,102.14,72.02,97.89,6.98,30.43,52.89,147.5,67.76,25.81,,136.06,7.08,
10/7/2021,16.69,102.8,389.58,97.59,17.06,24.54,6.88,45.04,8.54,103.68,72.02,99.5,7.29,31.18,54.5,147.09,69.57,25.79,,138.46,7.53,
10/8/2021,16.57,102.44,387.1,97.19,17.23,24.58,6.84,44.69,8.43,103.92,72.02,99.67,7.32,31.14,54.13,146.97,69.15,25.71,,138.12,7.51,
10/11/2021,16.63,102.54,388.08,97.46,17.73,24.44,6.85,45.12,8.41,103.32,72.02,99.8,7.37,31.33,54.21,146.97,69.37,25.66,,137.12,7.56,
10/12/2021,16.43,102.44,384.75,96.84,17.91,24.58,6.89,44.73,8.37,103.6,72.02,99.92,7.31,31.13,53.95,147.79,68.98,25.67,,137.04,7.44,
10/13/2021,16.33,103.18,381.94,96.6,17.74,24.42,6.95,44.35,8.37,103.56,72.02,97.77,7.41,31.3,53.8,149.84,68.44,25.75,,137.74,7.51,
10/14/2021,16.7,104.44,388.94,98.06,17.87,24.56,7,44.85,8.54,104.86,72.02,98.71,7.33,31.36,54.65,150.05,69.56,25.8,,140.06,7.48,
10/15/2021,16.86,105.2,392.3,98.86,17.78,24.69,7.05,45.28,8.54,105.62,72.02,100.42,7.45,31.81,55.11,147.87,70.17,25.81,,141.22,7.56,
10/18/2021,16.95,104.64,393.1,98.83,17.73,24.56,7.02,45.01,8.42,105.38,72.02,100.26,7.46,31.72,54.4,147.48,70.03,25.73,,140.14,7.59,
10/19/2021,17.14,105.08,395.02,99.35,17.67,24.72,6.99,45.22,8.52,105.7,72.02,100.36,7.6,31.96,54.56,147.31,70.11,25.72,,140.88,7.82,
10/20/2021,17.12,105.4,396.56,99.67,17.61,24.78,6.94,45.08,8.5,106.64,72.02,100.84,7.63,31.96,54.85,148.23,70.63,25.7,,141.3,7.97,
10/21/2021,17.09,105.3,396.22,99.37,17.42,24.56,6.87,44.35,8.5,106.42,72.02,99.8,7.6,31.66,54.75,148,70.44,25.65,,140.72,7.86,
10/22/2021,17.12,105.8,397.01,99.54,17.31,24.45,6.8,44.67,8.54,106.66,72.02,99.95,7.65,31.58,54.74,149.71,70.92,25.65,,141.22,8.01,
10/25/2021,17.22,105.86,399.93,100.18,17.4,24.51,6.84,44.9,8.54,107.62,72.02,100.6,7.66,31.88,55.57,150.61,71.48,25.7,,141.96,8.02,
10/26/2021,17.38,106.6,403.21,100.8,17.4,24.79,6.93,45.03,8.54,108.38,72.02,100.8,7.56,31.89,55.64,149.19,71.63,25.68,,142.98,7.86,
10/27/2021,17.31,106.26,401.8,100.28,17.23,24.66,6.91,44.75,8.53,107.54,72.02,99.23,7.44,31.63,54.71,149.57,70.9,25.77,,143.06,7.68,
10/28/2021,17.28,106.56,400.23,99.93,17.24,24.83,6.76,44.67,8.57,107.84,72.02,99.19,7.36,31.27,54.57,149.39,70.39,25.81,,143.04,7.62,
10/29/2021,17.46,106.62,405.04,100.7,17.31,24.97,6.77,44.95,8.65,107.92,72.02,100.1,7.35,31.25,55.48,148.81,71.29,25.76,,143.84,7.54,
11/1/2021,17.46,107.36,405.19,101.02,17.46,25.33,6.84,45.45,8.69,109.22,72.02,102.06,7.41,31.41,56.57,149.61,71.43,25.7,,144.74,7.71,
11/2/2021,17.68,107.54,407.52,101.22,17.38,25.1,6.86,45.53,8.78,109.16,72.02,101.7,7.22,31.18,56.69,149.33,71.75,25.8,,145.36,7.5,
11/3/2021,17.64,107.92,406.95,101.16,17.22,24.93,6.86,45.47,8.83,109.76,72.02,102.38,7.25,31.17,57.52,147.26,71.83,25.76,,145.66,7.49,
11/4/2021,18.04,108.36,412.22,102.16,17.62,24.92,6.9,46.01,8.9,110.26,72.02,101.14,7.28,31.31,58.02,150.21,72.28,25.81,,146.48,7.49,
11/5/2021,18.2,108.42,414.97,102.6,17.55,25.14,6.97,46.16,8.83,111.56,72.02,102.08,7.16,31.33,58.89,151.83,72.78,25.93,,147.64,7.41,
11/8/2021,18.22,108.48,413.6,102.46,17.49,25.01,7.05,45.92,8.79,111.2,72.02,101.86,7.2,31.5,59.15,152.22,72.68,25.91,,147.68,7.4,
11/9/2021,18.18,108.22,411.97,102.08,17.27,24.98,6.98,45.65,8.79,110.14,72.02,100.98,7.19,31.48,58.49,152.62,72.56,25.94,,146.92,7.37,
11/10/2021,18.09,108.5,413.96,102.54,17.05,25.15,7.05,45.57,8.79,110.52,72.02,101.64,7.33,31.73,58.7,155.94,73.14,25.88,,147.02,7.58,
11/11/2021,18.15,108.88,414.19,102.8,17.03,25.07,7.07,45.82,8.79,110.84,72.02,102.12,7.54,32.2,58.75,157.12,73.15,25.81,,147.26,7.93,
11/12/2021,18.38,109.2,416.77,103.42,16.99,24.98,7.16,46.31,8.79,111.3,72.02,101.34,7.57,32.3,58.73,157.34,73.56,25.79,,147.76,7.95,
11/15/2021,18.42,109.62,418.38,103.84,16.71,25,7.16,46.49,8.78,111.74,72.02,102.02,7.54,32.35,58.78,157.91,73.92,25.79,,148.28,7.93,
11/16/2021,18.71,109.82,423.4,104.78,16.71,24.86,7.14,46.63,8.78,111.64,72.02,101.24,7.67,32.56,58.95,158.27,74.64,25.74,,149.14,8.09,
11/17/2021,18.77,109.94,422.92,104.64,16.53,24.75,7.13,46.42,8.82,111.6,72.02,101.08,7.64,32.51,58.7,159.49,74.26,25.72,,149.02,8.01,
11/18/2021,18.73,109.46,421.77,104.08,16.11,24.5,7.04,46.35,8.82,110.98,72.02,99.82,7.41,32.03,58.22,158.74,73.8,25.8,,148.74,7.75,
11/19/2021,19.05,109.12,424.32,104.48,15.89,24.1,7.08,46.7,8.82,109.68,72.02,97.03,7.46,32.15,58.08,158.88,73.73,25.88,,147.36,7.85,
11/22/2021,19.24,108.96,428.32,104.94,15.86,24.31,6.98,46.86,8.82,110.26,72.02,98.14,7.39,32.08,58.49,155.98,74.56,25.78,,147.08,7.66,
11/23/2021,18.67,107.46,422.5,103.58,15.98,24.22,7.02,46.5,8.82,108.66,72.02,97.65,7.35,31.84,57.31,153.2,73.94,25.7,,145.32,7.68,
11/24/2021,18.98,107.68,427.05,104.48,15.91,24.16,6.98,46.31,8.82,109.38,72.02,97.79,7.4,32.04,57.96,154.62,74.63,25.67,,144.74,7.73,
11/25/2021,19.12,108.14,428.18,104.78,15.8,24.3,7.05,46.28,8.52,109.24,72.02,97.93,7.46,32.1,58.16,154.37,74.74,25.7,,145.26,7.8,
11/26/2021,18.45,104,414.24,101,15.04,23.08,6.65,44.71,8.42,104.24,72.02,91.58,7.1,30.57,54.74,153.5,71.87,25.82,,139.34,7.35,
11/29/2021,18.87,104.92,420.32,102.24,15.25,23.24,6.71,44.99,8.43,105.1,72.02,92.12,7.13,30.92,55.34,153.2,72.75,25.84,,139.56,7.38,
11/30/2021,18.7,103.94,415.02,100.94,15.61,22.9,6.74,44.14,8.24,104.12,72.02,91.92,7.06,30.81,54.26,152.37,71.6,25.87,,138.92,7.3,
12/1/2021,19.01,105.78,418.41,102.2,15.9,23.25,6.84,45.11,8.32,106.38,72.02,93.82,7.17,31.44,55.36,152.47,72.04,25.88,,141.02,7.43,
12/2/2021,18.49,104.38,410.65,100.64,15.92,22.84,6.89,44.48,8.12,104.9,72.02,93.32,7.08,31.32,53.79,151.1,71.03,25.93,,139.74,7.27,
12/3/2021,18.32,103.88,409.72,100.18,15.8,22.73,6.78,44.96,8.04,104.42,72.02,92.83,6.88,30.92,53.72,152.18,71.37,25.96,,137.9,7.01,
12/6/2021,18.43,105.28,414.53,101.32,15.86,23.25,6.7,45.14,8.01,106.86,72.02,94.91,6.93,31.07,54.33,152.69,72.55,25.97,,140.26,7.08,
12/7/2021,19.22,107.86,425.56,103.94,16.17,23.59,6.82,46.36,8.11,109.48,72.02,96.2,7.13,31.72,56.4,153.68,74.11,25.95,,144,7.31,
12/8/2021,19.09,107.22,421.4,103.18,16.06,23.41,6.86,45.94,8.36,107.86,72.02,95.59,7.15,31.68,56.05,152.2,73.34,25.85,,144.16,7.28,
12/9/2021,19.22,107.04,424.2,103.44,15.93,23.15,6.89,45.84,8.4,108.06,72.02,95.27,7.19,31.72,55.61,152.38,73.61,25.89,,142.5,7.39,
12/10/2021,19.16,106.76,422.18,102.92,15.97,23.05,6.88,45.72,8.26,107.76,72.02,94.63,7.11,31.51,54.44,152.65,73.22,25.91,,142.4,7.32,
12/13/2021,19.23,106.32,422.63,102.66,15.92,23,6.78,45.49,8.23,107.04,72.02,93.83,7.01,31.15,53.77,153.22,73.07,25.95,,141.86,7.19,
12/14/2021,18.72,105.4,418.09,101.76,15.86,23.11,6.78,45.33,8.26,107.18,72.02,94.63,6.99,31.04,53.7,152.22,72.92,25.94,,140.84,7.14,
12/15/2021,18.77,105.68,418.23,101.72,15.44,22.91,6.7,45.76,8.08,107.5,72.02,93.82,6.79,30.73,52.91,151.75,72.57,25.92,,141.02,6.91,
12/16/2021,18.93,106.96,424.74,103.12,15.83,23.22,6.75,46.17,8.08,108.06,72.02,95.36,6.87,31.09,54.2,153.77,74.01,25.9,,141.96,7.01,
12/17/2021,18.7,106.28,420.35,102.36,15.67,23.02,6.64,45.82,8.09,107.18,72.02,93.91,6.81,30.96,53.92,154.71,73.39,25.94,,140.26,6.95,
12/20/2021,18.3,104.8,409.69,100.06,15.67,22.82,6.53,44.93,8.09,105.54,72.02,92.99,6.6,30.26,52.15,153.59,71.08,25.93,,138.8,6.65,
12/21/2021,18.61,106.5,417.15,101.86,15.79,23.28,6.63,45.39,8.09,107.2,72.02,95.52,6.81,30.88,54.15,153.31,72.86,25.81,,141.92,6.95,
12/22/2021,18.98,107.44,422.15,102.72,15.89,23.45,6.73,45.24,8.09,108,72.02,95.95,6.79,30.95,54.61,153.64,73.27,25.82,,143.06,6.96,
12/23/2021,19.22,108.42,426.82,103.82,15.98,23.73,6.79,45.54,8.09,108.9,72.02,97.38,6.85,31.19,55.34,154.6,74.1,25.78,,144.68,6.89,
12/24/2021,19.46,109.18,429.75,104.4,16.03,23.89,6.8,45.37,8.09,109.74,72.02,97.8,6.84,31.32,55.46,154.77,74.4,25.78,,144.68,6.89,
12/27/2021,19.46,109.18,429.75,104.4,16.03,23.89,6.8,45.37,8.09,109.74,72.02,97.8,6.84,31.32,55.46,154.77,74.4,25.76,,144.7,6.93,
12/28/2021,19.53,110.02,432.4,104.94,16.24,24.08,6.86,45.63,8.49,110.66,72.02,98.48,6.75,31.28,55.61,154.8,75.07,25.79,,145.92,6.71,
12/29/2021,19.44,109.52,430.59,104.32,16.28,24.05,6.85,45.21,8.41,110.18,72.02,98.36,6.62,31.01,55.36,153.79,74.99,25.72,,144.74,6.62,
12/30/2021,19.56,109.88,432.63,104.72,16.31,24.11,6.89,45.3,8.53,110.26,72.02,98.48,6.67,31.13,55.45,154.8,75.24,25.74,,145.48,6.66,
12/31/2021,19.45,110.2,431.08,104.8,16.61,24.27,7.03,45.33,8.5,111.82,72.02,99.42,6.86,31.64,55.87,154.2,74.96,25.74,,145.48,6.66,
1/3/2022,19.45,110.2,431.08,104.8,16.61,24.27,7.03,45.33,8.46,111.82,72.02,99.42,6.86,31.64,55.87,154.2,74.96,25.68,,147.1,6.91,
1/4/2022,19.26,110.92,433.35,105.28,16.75,24.4,7.09,45.97,8.5,112.4,72.02,102.32,6.72,31.55,55.96,155.49,76.01,25.6,,147.76,6.69,
1/5/2022,19.1,110.94,431.42,104.88,16.82,24.43,7.11,46.09,8.5,113.5,72.02,102.84,6.66,31.34,55.73,155.69,75.9,25.58,,147.24,6.61,
1/6/2022,18.65,109.4,424.68,103.4,16.76,24.41,7.07,45.36,8.5,111.44,72.02,103.64,6.67,31.16,54.52,153.22,74.92,25.5,,146.66,6.65,
1/7/2022,18.39,109.16,421.35,102.78,16.95,24.4,7.09,44.74,7.82,111.06,72.02,104.84,6.75,31.22,54.01,152.68,74.65,25.43,,146.5,6.71,
1/10/2022,18.01,107.5,415.51,101.62,16.88,24.3,7.13,44.64,7.66,110.46,72.02,104.54,6.76,31.24,53.04,153.27,73.54,25.43,,144.6,6.77,
1/11/2022,18.49,108.5,420.89,103,17.33,24.45,7.24,44.9,7.8,110.96,72.02,104.9,6.92,31.8,53.57,154.57,74.04,25.42,,146,6.99,
1/12/2022,18.55,109.16,422.37,103.48,17.9,24.51,7.27,45.38,7.74,111.5,72.02,106.22,7.01,32.1,53.28,154.23,74.26,25.48,,146.34,7.13,
1/13/2022,18.41,109.12,420.82,103.12,17.78,24.66,7.23,45.18,7.57,112.1,72.02,107.3,6.87,31.91,53.41,153.21,74.49,25.5,,146.34,6.88,
1/14/2022,18.14,108.06,414.62,101.88,17.53,24.64,7.2,44.9,7.4,111.02,72.02,106.86,6.86,31.75,52.37,154.03,73.38,25.42,,145.14,6.95,
1/17/2022,18.26,108.8,417.99,102.6,17.46,24.72,7.24,44.94,7.5,111.5,72.02,107.32,6.86,31.81,53.11,154.25,74.2,25.38,,145.96,6.93,
1/18/2022,18.02,107.7,413.16,101.54,17.06,24.55,7.17,44.58,7.32,110.76,72.02,106.64,6.87,31.58,52.12,154.69,73.34,25.3,,144.52,6.96,
1/19/2022,17.77,107.9,410.72,101.18,17.17,24.52,7.1,44.05,7.31,110.16,72.02,105.18,6.88,31.66,51.11,156.76,72.96,25.33,,144.76,6.94,
1/20/2022,17.97,108.54,414.08,102.14,17.15,24.63,7.12,44.37,7.42,110.98,72.02,104.72,7.17,32.26,51.76,157,73.42,25.35,,144.26,7.32,
1/21/2022,17.51,106.5,403.74,99.82,16.78,24.26,6.98,44.03,7.25,108.88,72.02,102.62,6.99,31.61,50.19,156.39,71.67,25.39,,141.78,7.05,
1/24/2022,16.54,102.32,387.01,95.92,15.86,23.47,6.64,43.2,6.9,105.26,72.02,98.63,6.74,30.51,48.19,156.84,69.24,25.41,,139.82,6.68,
1/25/2022,16.7,103.14,391.2,96.88,15.98,23.61,6.8,43.32,7.03,105.42,72.02,101.12,6.78,30.72,49.04,158.33,69.98,25.39,,139.32,6.77,
1/26/2022,17.26,104.88,400.31,98.66,16.37,24.03,6.8,43.55,7.16,107.5,72.02,104.06,6.8,30.96,50.28,157.11,71.42,25.36,,141.3,6.8,
1/27/2022,17.37,105.74,403.89,99.32,16.44,24.29,6.81,43.19,7.07,108.76,72.02,105.56,6.72,30.97,49.53,155.76,71.93,25.32,,141.94,6.68,
1/28/2022,17.4,104.56,399.21,98.21,15.99,23.97,6.8,42.73,6.98,107.52,72.02,104.12,6.58,30.6,48.17,154.55,70.52,25.28,,141.3,6.52,
1/31/2022,17.91,105.44,407,99.94,16.21,24,6.9,43.24,7.24,108.5,72.02,104.4,6.83,31.32,49.66,155.06,71.74,25.23,,142.14,6.8,
2/1/2022,18.04,106.64,410.04,100.74,16.41,24.36,6.97,43.41,7.38,109.84,72.02,106.56,6.93,31.6,50.8,155.42,72.38,25.2,,143.1,6.99,
2/2/2022,17.99,107.04,411.7,100.88,16.62,24.33,6.97,43.95,7.31,110.94,72.02,107.22,6.79,31.34,49.87,154.85,72.6,25.25,,143.66,6.85,
2/3/2022,17.66,105.1,404.3,99.2,16.58,24.28,6.8,43,7.16,109.5,72.02,108.16,6.73,30.87,49.15,152.75,71.83,25.12,,140.22,6.78,
2/4/2022,17.39,103.82,400.02,98.21,16.09,24,6.75,42.8,7.11,107.56,72.02,108.2,6.71,30.81,48.37,152.47,70.77,25.01,,138.9,6.68,
2/7/2022,17.48,104.42,401.73,98.72,16.1,23.99,6.7,43.03,7.2,106.56,72.02,109.16,6.69,30.83,49.06,153.66,71.25,24.98,,139.6,6.64,
2/8/2022,17.58,104.54,403.69,99.18,16.46,24.25,6.73,43.25,7.21,106.84,72.02,111.84,6.76,31.12,49.81,154.66,71.82,24.89,,140.26,6.71,
2/9/2022,17.89,106.3,408.71,100.6,16.7,24.73,6.8,43.75,7.37,109.52,72.02,113.42,6.9,31.55,50.68,154.81,72.85,24.96,,143,6.91,
2/10/2022,17.7,106,405.5,100.1,16.5,24.83,6.74,43.33,7.34,109.94,72.02,113.7,6.89,31.55,50.81,154.86,72.63,24.81,,142.98,6.84,
2/11/2022,17.41,105.42,402.08,99.5,16.34,24.51,6.69,43.28,7.28,109.1,72.02,112.3,6.86,31.46,50.51,155.51,72.16,24.78,,140.68,6.74,
2/14/2022,17.26,103.6,398.54,98.51,16.04,23.92,6.53,43.31,7.19,106.56,72.02,108.5,6.77,31.08,50.41,159.42,71.3,24.77,,137.56,6.67,
2/15/2022,17.48,105.12,401.92,99.38,16.58,24.32,6.71,43.62,7.22,109.12,72.02,110.24,6.84,31.44,50.77,157.42,71.86,24.74,,140.66,6.77,
2/16/2022,17.33,105.06,399.47,99.05,16.55,24.38,6.67,43.47,7.18,109.04,72.02,108.78,6.85,31.59,50.88,158.55,71.65,24.72,,140.96,6.78,
2/17/2022,17.25,104.34,397.82,98.63,16.19,24.13,6.69,43.28,7.11,107.8,72.02,106.94,6.9,31.6,50.39,161.26,71.32,24.82,,139.28,6.87,
2/18/2022,16.89,103.54,392.98,97.53,15.89,23.94,6.68,43.07,6.97,107.16,72.02,106.66,6.7,31.2,49.63,161.52,70.83,24.82,,138.12,6.55,
2/21/2022,16.56,102.14,388.59,96.49,15.35,23.63,6.67,42.76,6.91,105.2,72.02,104.94,6.62,30.96,49.03,161.73,70.33,24.83,,135.16,6.38,
2/22/2022,16.73,102.1,389.72,96.53,15.41,23.66,6.65,42.87,6.97,105.24,72.02,104.26,6.54,30.72,49.31,162.16,70.49,24.82,,135.48,6.35,
2/23/2022,16.64,102,387.21,96.09,14.97,23.55,6.6,42.68,6.93,105.02,72.02,102.92,6.51,30.68,48.72,163,69.91,24.75,,134.6,6.33,
2/24/2022,16.53,98.65,383.76,94.63,13.07,22.82,6.28,42.04,6.93,100.68,72.02,94.26,6.38,29.6,48.46,166.79,69.15,24.78,,129.78,6.18,
2/25/2022,17.14,102.02,396.35,97.5,14.32,23.69,6.56,43.04,7.16,104.12,72.02,97.55,6.44,30.31,50.13,162.1,71.4,24.74,,134.58,6.31,
2/28/2022,17.25,101.82,399.22,97.89,14.29,23.65,6.59,43.34,7.26,102.6,72.02,92,6.48,30.18,51.23,163.48,71.94,24.82,,130.9,6.32,
3/1/2022,17.14,99.3,397.46,97.28,13.82,22.83,6.53,43.12,7.27,98.98,72.02,85.7,6.53,30.36,50.64,168,71.33,25.11,,127.46,6.34,
3/2/2022,17.35,100.14,402.9,98.2,14.23,23.26,6.59,43.08,7.28,99.28,72.02,86.69,6.47,30.27,51.5,166.95,72.54,25.02,,130.2,6.19,
3/3/2022,17.36,98.18,403.85,97.91,13.76,22.41,6.48,42.96,7.23,96.86,72.02,85.99,6.35,30.04,51.33,168.71,72.76,24.92,,126.42,5.97,
3/4/2022,17.07,94.6,401.86,96.89,13.06,21.58,6.37,42.93,7.17,90.9,72.02,79.32,6.24,29.65,50.9,173.59,72.67,25.09,,120.78,5.79,
3/7/2022,16.96,93.46,401.12,96.35,12.72,21.38,6.26,42.1,7.09,89.89,72.02,75.83,6.12,29.15,51.12,176.15,72.8,24.93,,117.36,5.71,
